,Max,Avg,Min,Max.1,Avg.1,Min.1,Max.2,Avg.2,Min.2,Max.3,Avg.3,Min.3,Max.4,Avg.4,Min.4,Total,XANTHI
2016-08-27,88,79.3,64,57,49.5,41,68,38.2,19,18,18,18,30.1,30.0,30.0,0.0,80321.0
2016-08-28,88,79.0,66,61,54.5,46,73,45.8,25,16,16,16,30.0,30.0,29.9,0.0,74819.0
2016-08-29,84,76.9,66,64,60.8,54,78,58.3,37,13,13,13,29.9,29.9,29.8,0.0,159462.0
2016-08-30,88,78.1,63,66,61.0,57,88,57.9,40,13,13,13,29.9,29.9,29.9,0.0,153392.0
2016-08-31,91,81.1,68,63,59.6,55,78,50.5,29,16,16,16,30.1,30.0,29.9,0.0,150041.0
2016-09-01,86,78.6,68,61,54.6,48,73,45.8,29,20,20,20,30.1,30.0,30.0,0.0,149372.0
2016-09-02,86,75.6,66,61,56.4,52,73,53.1,31,20,20,20,30.0,29.9,29.9,0.0,133802.0
2016-09-03,86,76.8,64,59,52.6,46,78,46.1,25,21,21,21,29.9,29.9,29.9,0.0,83661.0
2016-09-04,88,77.8,68,59,52.9,45,73,45.1,22,21,21,21,30.0,30.0,29.9,0.0,102508.0
2016-09-05,82,74.0,63,64,58.1,50,83,59.5,34,12,12,12,30.0,29.9,29.8,0.0,168318.0
2016-09-06,86,76.0,61,61,54.5,48,83,50.6,27,13,13,13,29.9,29.9,29.8,0.0,151692.0
2016-09-07,86,78.8,73,64,60.7,55,73,55.0,35,18,18,18,30.0,30.0,30.0,0.0,147252.0
2016-09-08,91,80.8,72,61,53.6,45,65,40.8,22,18,18,18,30.0,29.9,29.8,0.0,127880.0
2016-09-09,86,79.3,72,63,58.9,55,73,50.4,40,23,23,23,29.9,29.9,29.8,0.0,126886.0
2016-09-10,88,78.8,72,61,56.8,52,65,48.3,29,31,31,31,29.9,29.9,29.8,0.0,99429.0
2016-09-11,88,78.4,72,63,59.1,55,69,53.1,35,20,20,20,30.0,29.9,29.9,0.0,90733.0
2016-09-12,84,76.9,66,63,56.7,50,78,52.0,30,20,20,20,30.0,30.0,29.9,0.0,136038.0
2016-09-13,84,77.2,68,57,55.6,52,68,48.9,33,15,15,15,30.0,29.9,29.9,0.0,139760.0
2016-09-14,86,74.8,57,64,54.9,50,82,51.7,33,12,12,12,29.9,29.9,29.8,0.0,155951.0
2016-09-15,88,75.7,61,57,54.8,50,77,50.3,27,12,12,12,30.0,29.9,29.9,0.0,156605.0
2016-09-16,84,74.9,63,68,61.6,57,83,64.8,40,13,13,13,30.1,30.0,30.0,0.0,145594.0
2016-09-17,86,72.9,61,66,58.9,50,88,64.2,35,13,13,13,30.0,29.9,29.9,0.0,100568.0
2016-09-18,84,75.4,63,66,61.7,52,78,63.1,51,16,16,16,29.8,29.8,29.8,0.0,81787.0
2016-09-19,82,74.5,66,70,65.4,59,88,74.5,58,17,17,17,29.7,29.7,29.6,0.0,162731.0
2016-09-20,81,74.7,66,68,61.0,54,88,64.3,39,17,17,17,29.7,29.6,29.6,0.0,168913.0
2016-09-21,70,64.7,59,50,47.1,45,72,53.9,43,15,15,15,29.9,29.9,29.8,0.0,159286.0
2016-09-22,68,62.4,57,55,51.2,45,88,67.7,46,14,14,14,30.1,30.0,29.9,0.0,164415.0
2016-09-23,73,61.8,46,48,45.1,41,87,57.4,38,10,10,10,30.3,30.2,30.1,0.0,145727.0
2016-09-24,75,63.6,46,48,41.5,34,81,48.5,22,17,17,17,30.3,30.2,30.2,0.0,103494.0
2016-09-25,73,63.4,50,48,43.2,37,77,50.2,27,15,15,15,30.1,30.0,30.0,0.0,90264.0
2016-09-26,75,65.7,54,50,47.0,43,82,53.3,31,14,14,14,30.1,30.0,30.0,0.0,154550.0
2016-09-27,75,64.7,50,50,45.9,43,82,52.7,34,17,17,17,30.2,30.2,30.1,0.0,152111.0
2016-09-28,77,63.3,46,52,44.7,41,87,54.3,29,17,17,17,30.4,30.3,30.3,0.0,136126.0
2016-09-29,77,63.5,46,57,50.6,41,93,65.0,39,10,10,10,30.3,30.2,30.1,0.0,158382.0
2016-09-30,79,66.7,50,61,51.0,46,88,60.7,34,13,13,13,30.1,30.1,30.1,0.0,132377.0
2016-10-01,84,68.9,52,59,51.0,46,82,56.7,30,14,14,14,30.1,30.0,29.9,0.0,83237.0
2016-10-02,81,71.5,57,61,56.8,50,94,61.7,39,13,13,13,30.0,30.0,30.0,0.0,76046.0
2016-10-03,75,67.4,55,66,59.1,52,88,75.3,57,12,12,12,30.0,30.0,29.9,0.0,150418.0
2016-10-04,82,69.6,55,63,56.6,52,88,65.6,37,14,14,14,30.0,29.9,29.8,0.0,116054.0
2016-10-05,73,64.5,57,57,51.8,45,94,66.2,38,13,13,13,30.0,29.9,29.8,0.0,162636.0
2016-10-06,72,63.9,55,55,46.8,39,82,54.7,38,18,18,18,30.0,30.0,30.0,0.0,163530.0
2016-10-07,75,63.9,50,59,53.3,46,94,70.1,47,8,8,8,30.0,29.9,29.8,0.0,130129.0
2016-10-08,73,66.3,57,63,56.0,46,94,70.9,46,18,18,18,30.0,29.8,29.7,0.0,53982.0
2016-10-09,72,64.2,55,55,48.5,43,82,58.3,38,13,13,13,30.1,30.1,30.1,0.0,58128.0
2016-10-10,70,61.9,48,54,50.3,45,88,66.8,49,12,12,12,30.1,30.0,30.0,0.0,145460.0
2016-10-11,72,63.6,54,63,56.1,50,94,77.7,57,7,7,7,29.9,29.8,29.8,0.0,139580.0
2016-10-12,75,68.7,61,70,63.5,55,100,83.8,69,21,21,21,29.8,29.7,29.6,0.0,133519.0
2016-10-13,70,60.5,50,50,46.5,43,82,62.2,43,13,13,13,30.1,30.0,29.9,0.0,151484.0
2016-10-14,70,61.2,45,48,45.5,41,87,58.9,43,15,15,15,30.2,30.2,30.1,0.0,120964.0
2016-10-15,68,60.2,50,52,45.2,41,76,58.7,43,14,14,14,30.3,30.2,30.2,0.0,82704.0
2016-10-16,72,65.1,50,55,51.9,46,88,63.9,46,14,14,14,30.1,30.1,30.1,0.0,80001.0
2016-10-17,63,60.1,54,55,50.9,43,82,72.5,63,23,23,23,30.4,30.2,30.1,0.0,137395.0
2016-10-18,61,54.3,48,48,41.3,37,77,62.1,45,17,17,17,30.4,30.3,30.3,0.0,152850.0
2016-10-19,61,54.0,46,43,41.4,37,87,63.1,48,14,14,14,30.3,30.2,30.1,0.0,140224.0
2016-10-20,68,56.5,46,52,45.3,39,82,66.8,45,12,12,12,30.2,30.1,30.1,0.0,150101.0
2016-10-21,68,60.7,55,54,49.8,41,82,68.0,42,15,15,15,30.1,30.1,30.0,0.0,132383.0
2016-10-22,66,58.6,50,57,53.4,48,94,82.8,73,8,8,8,30.1,30.0,30.0,0.0,90421.0
2016-10-23,73,61.5,48,57,53.8,46,94,77.4,57,13,13,13,30.2,30.1,30.1,0.0,125975.0
2016-10-24,70,62.6,57,55,54.0,50,88,74.3,56,17,17,17,30.4,30.3,30.2,0.0,213931.0
2016-10-25,64,58.3,55,52,48.1,41,82,69.6,42,20,20,20,30.4,30.3,30.3,0.0,170908.0
2016-10-26,64,56.7,46,52,47.6,43,93,72.4,59,10,10,10,30.3,30.1,30.0,0.0,154847.0
2016-10-27,63,57.5,50,52,45.7,37,77,65.7,48,22,22,22,30.3,30.2,30.1,0.0,158445.0
2016-10-28,57,52.2,48,41,38.4,36,67,60.2,51,22,22,22,30.4,30.4,30.3,0.0,102192.0
2016-10-29,61,52.7,45,46,39.1,30,81,60.1,48,12,12,12,30.4,30.3,30.1,0.0,89698.0
2016-10-30,64,57.8,41,46,42.9,37,87,58.5,45,12,12,12,30.1,30.1,30.1,0.0,96186.0
2016-10-31,63,54.0,45,43,33.1,25,62,46.3,27,15,15,15,30.2,30.1,30.1,0.0,174520.0
2016-11-01,61,49.9,34,36,25.5,19,75,42.0,22,16,16,16,30.3,30.2,30.1,0.0,174888.0
2016-11-02,59,52.8,32,46,40.9,27,80,64.7,51,16,16,16,30.2,30.1,30.1,0.0,164212.0
2016-11-03,68,61.5,50,59,52.1,45,88,71.7,59,13,13,13,30.0,30.0,30.0,0.0,175140.0
2016-11-04,57,53.9,52,46,43.9,39,82,69.3,54,22,22,22,30.2,30.2,30.1,0.0,165836.0
2016-11-05,63,55.2,48,54,49.9,46,94,83.2,68,9,9,9,30.2,30.1,30.1,0.0,86488.0
2016-11-06,70,64.9,59,63,59.6,57,94,82.9,73,16,16,16,30.0,30.0,29.9,0.0,97538.0
2016-11-07,72,67.0,64,63,61.9,61,88,82.7,69,20,20,20,29.9,29.9,29.8,0.0,146259.0
2016-11-08,72,68.4,66,63,60.6,55,88,76.6,57,32,32,32,29.8,29.8,29.8,0.0,134024.0
2016-11-09,72,66.4,57,63,59.3,55,94,78.7,64,36,36,36,29.8,29.7,29.6,0.0,135711.0
2016-11-10,66,60.8,52,55,50.9,46,94,72.0,49,18,18,18,29.9,29.8,29.6,0.0,175370.0
2016-11-11,68,59.6,50,57,51.3,46,94,75.1,59,13,13,13,30.1,30.0,29.9,0.0,139084.0
2016-11-12,66,57.3,48,59,52.4,46,94,84.5,72,26,26,26,30.1,30.0,29.8,0.0,73641.0
2016-11-13,64,59.5,46,61,44.7,36,88,60.5,34,24,24,24,30.1,29.9,29.8,0.0,103248.0
2016-11-14,55,47.6,39,36,26.4,12,66,47.1,18,18,18,18,30.4,30.3,30.1,0.0,192170.0
2016-11-15,50,44.9,41,30,27.1,23,61,50.7,37,18,18,18,30.4,30.4,30.4,0.0,188791.0
2016-11-16,50,41.9,32,28,26.6,25,80,56.5,37,15,15,15,30.4,30.3,30.3,0.0,202474.0
2016-11-17,55,42.8,27,39,32.7,23,86,69.3,41,8,8,8,30.3,30.2,30.2,0.0,276501.0
2016-11-18,59,44.5,32,41,35.3,30,93,71.8,42,7,7,7,30.3,30.3,30.2,0.0,268831.0
2016-11-19,63,46.2,32,39,33.2,28,93,65.2,31,15,15,15,30.3,30.2,30.2,0.0,193308.0
2016-11-20,63,51.8,34,43,38.9,30,87,63.5,42,17,17,17,30.2,30.2,30.1,0.0,143656.0
2016-11-21,59,53.4,46,45,43.2,41,87,68.5,55,16,16,16,30.3,30.3,30.2,0.0,273327.0
2016-11-22,57,53.1,50,43,40.1,39,76,61.8,55,15,15,15,30.3,29.4,0.0,0.0,286192.0
2016-11-23,59,53.3,48,43,40.6,39,82,62.8,48,13,13,13,30.4,30.3,30.3,0.0,273351.0
2016-11-24,59,50.5,39,43,39.1,34,87,66.5,48,10,10,10,30.3,30.3,30.2,0.0,276428.0
2016-11-25,54,46.8,36,46,40.7,32,93,80.4,71,8,8,8,30.2,30.1,30.1,0.0,260364.0
2016-11-26,54,48.6,45,46,43.7,41,87,82.2,71,9,9,9,30.2,30.1,30.1,0.0,160779.0
2016-11-27,57,54.5,48,55,52.5,46,94,92.5,88,8,8,8,30.0,29.9,29.8,0.0,143535.0
2016-11-28,55,51.8,43,54,48.3,37,94,88.5,76,23,23,23,29.9,29.8,29.8,0.0,283145.0
2016-11-29,43,40.0,36,34,30.5,27,87,68.6,61,29,29,29,30.1,30.0,29.9,0.0,303905.0
2016-11-30,41,37.3,32,23,18.3,14,64,47.1,33,26,26,26,30.3,30.2,30.1,0.0,257455.0
2016-12-01,39,30.7,21,27,21.9,14,86,70.4,52,7,7,7,30.1,30.1,30.0,0.0,262274.0
2016-12-02,54,45.9,32,39,36.1,28,93,70.0,58,14,14,14,29.9,29.8,29.7,0.0,280710.0
2016-12-03,54,44.8,34,37,25.2,21,76,48.1,30,14,14,14,30.3,30.2,30.0,0.0,140321.0
2016-12-04,50,42.7,32,25,20.7,16,70,42.2,30,17,17,17,30.4,30.4,30.4,0.0,162698.0
2016-12-05,48,42.0,36,28,24.7,19,70,51.3,34,18,18,18,30.5,30.5,30.5,0.0,265179.0
2016-12-06,50,37.3,25,37,27.4,16,86,68.5,50,12,12,12,30.5,30.3,30.2,0.0,255374.0
2016-12-07,52,38.0,28,30,25.9,21,87,64.4,37,23,23,23,30.7,30.4,30.3,0.0,256443.0
2016-12-08,46,36.8,28,28,20.3,18,74,52.7,32,15,15,15,30.7,30.6,30.5,0.0,233751.0
2016-12-09,55,40.6,27,39,31.2,18,87,69.9,51,14,14,14,30.5,30.3,30.2,0.0,233341.0
2016-12-10,57,47.0,36,43,38.0,30,87,71.8,47,6,6,6,30.2,30.2,30.2,0.0,147351.0
2016-12-11,59,49.7,34,48,44.3,30,100,81.9,67,8,8,8,30.1,30.0,29.9,0.0,169774.0
2016-12-12,59,52.3,48,54,43.0,28,100,73.5,38,17,17,17,29.9,29.8,29.8,0.0,271928.0
2016-12-13,45,36.7,28,37,26.6,18,87,67.5,52,25,25,25,30.4,30.2,29.9,0.0,285978.0
2016-12-14,41,30.0,19,25,16.5,9,74,59.1,26,17,17,17,30.5,30.4,30.2,0.0,306651.0
2016-12-15,48,41.5,36,36,29.7,25,70,62.8,56,17,17,17,30.3,30.2,30.1,0.0,293401.0
2016-12-16,43,35.1,27,25,19.1,14,70,52.7,39,21,21,21,30.6,30.5,30.4,0.0,306295.0
2016-12-17,41,34.1,23,18,13.0,10,64,43.1,29,16,16,16,30.6,30.6,30.6,0.0,243199.0
2016-12-18,43,34.5,19,27,19.1,12,80,54.8,36,9,9,9,30.5,30.4,30.4,0.0,242195.0
2016-12-19,46,33.4,19,34,22.4,16,86,66.2,40,12,12,12,30.5,30.5,30.5,0.0,305789.0
2016-12-20,46,36.9,21,32,24.5,18,86,62.1,43,23,23,23,30.4,30.3,30.3,0.0,292090.0
2016-12-21,43,37.7,32,25,18.6,12,65,46.9,33,23,23,23,30.5,30.4,30.4,0.0,283525.0
2016-12-22,43,38.6,34,23,19.2,18,56,46.4,39,22,22,22,30.4,30.4,30.4,0.0,271166.0
2016-12-23,46,43.7,41,23,17.6,5,49,36.2,20,20,20,20,30.3,30.3,30.3,0.0,215431.0
2016-12-24,48,41.0,32,28,21.2,12,87,48.5,31,22,22,22,30.4,30.3,30.3,0.0,48327.0
2016-12-25,46,38.7,23,37,30.4,19,86,72.8,61,9,9,9,30.2,30.1,30.1,0.0,16363.0
2016-12-26,46,42.0,36,36,34.8,32,93,75.9,62,14,14,14,30.3,30.2,30.2,0.0,75385.0
2016-12-27,48,42.9,36,37,34.4,30,93,72.3,57,10,10,10,30.3,30.2,30.2,0.0,144514.0
2016-12-28,50,41.9,34,30,27.4,23,81,57.9,35,18,18,18,30.2,30.1,30.0,0.0,129274.0
2016-12-29,41,38.3,36,21,17.8,12,49,43.5,36,41,41,41,30.3,30.1,30.0,0.0,138114.0
2016-12-30,39,36.5,34,21,18.1,14,56,47.5,41,25,25,25,30.3,30.3,30.3,0.0,129020.0
2016-12-31,39,35.1,32,34,29.8,28,100,82.2,65,14,14,14,30.3,30.3,30.2,0.0,26897.0
2017-01-01,45,36.5,28,34,30.0,27,93,78.7,57,7,7,7,30.3,30.2,30.2,0.0,34518.0
2017-01-02,45,35.9,25,37,31.4,23,93,84.1,70,5,5,5,30.2,30.1,30.1,0.0,220080.0
2017-01-03,50,35.6,23,41,30.5,19,93,82.2,66,5,5,5,30.1,30.1,30.0,0.0,271942.0
2017-01-04,52,39.0,25,43,34.4,21,93,84.0,67,7,7,7,30.0,29.9,29.8,0.0,295397.0
2017-01-05,48,45.7,43,45,42.2,37,93,87.5,71,12,12,12,29.7,29.6,29.6,0.0,250826.0
2017-01-06,50,35.6,25,48,30.6,14,94,82.7,64,21,21,21,29.8,29.6,29.4,0.0,189904.0
2017-01-07,27,23.7,19,21,18.6,16,86,81.4,74,16,16,16,30.1,30.0,29.9,0.0,196350.0
2017-01-08,27,20.8,14,14,10.7,7,86,65.8,54,13,13,13,30.0,30.0,29.9,0.0,203641.0
2017-01-09,25,22.3,19,14,11.2,7,74,63.2,50,21,21,21,30.1,30.0,30.0,0.0,339624.0
2017-01-10,34,31.6,27,28,21.5,10,87,67.4,47,30,30,30,29.9,29.8,29.7,0.0,249169.0
2017-01-11,34,30.4,27,32,27.6,23,93,89.6,80,14,14,14,30.1,30.0,30.0,0.0,257281.0
2017-01-12,39,31.5,23,32,25.9,19,93,80.1,65,7,7,7,30.1,30.1,30.0,0.0,268677.0
2017-01-13,48,38.0,18,43,31.8,14,93,78.7,71,20,20,20,30.1,30.0,29.8,0.0,269834.0
2017-01-14,55,51.8,41,50,46.9,39,93,84.3,77,21,21,21,29.7,29.7,29.6,0.0,171412.0
2017-01-15,43,38.5,34,36,32.9,30,93,80.6,65,13,13,13,30.1,30.0,29.9,0.0,174696.0
2017-01-16,41,38.2,36,36,34.8,30,100,86.5,75,20,20,20,30.0,29.9,29.9,0.0,314633.0
2017-01-17,45,42.4,39,43,39.2,36,100,89.5,87,18,18,18,30.0,30.0,29.9,0.0,325117.0
2017-01-18,43,40.7,37,37,32.9,28,87,73.9,65,23,23,23,30.3,30.2,30.1,0.0,338616.0
2017-01-19,37,35.8,32,34,32.2,30,93,87.3,75,30,30,30,30.4,30.3,30.3,0.0,329166.0
2017-01-20,41,34.9,28,30,26.6,23,86,72.1,60,21,21,21,30.5,30.5,30.4,0.0,311686.0
2017-01-21,39,32.6,27,28,25.8,21,86,75.7,61,12,12,12,30.5,30.4,30.4,0.0,238544.0
2017-01-22,45,37.7,23,28,24.6,19,86,60.8,42,15,15,15,30.5,30.5,30.5,0.0,196020.0
2017-01-23,43,39.3,36,32,30.2,27,81,70.4,61,16,16,16,30.4,30.3,30.3,0.0,344073.0
2017-01-24,41,39.7,37,32,31.8,30,81,72.7,70,20,20,20,30.1,30.1,30.0,0.0,326472.0
2017-01-25,39,35.5,32,30,24.3,21,75,63.6,52,25,25,25,30.3,30.1,30.0,0.0,339563.0
2017-01-26,37,33.0,28,25,15.6,9,80,50.5,30,26,26,26,30.5,30.4,30.3,0.0,324428.0
2017-01-27,37,29.5,18,25,18.3,10,86,64.6,45,12,12,12,30.5,30.4,30.3,0.0,281654.0
2017-01-28,43,33.8,23,27,24.1,19,93,69.2,49,20,20,20,30.4,30.3,30.3,0.0,206824.0
2017-01-29,43,38.3,30,32,27.1,25,93,64.9,49,14,14,14,30.4,30.3,30.3,0.0,180982.0
2017-01-30,39,37.4,34,28,26.0,23,75,62.7,56,16,16,16,30.4,30.3,30.0,0.0,339194.0
2017-01-31,43,36.8,28,27,24.1,21,80,60.8,45,16,16,16,30.4,30.4,30.4,0.0,313873.0
2017-02-01,45,34.4,21,28,24.4,16,87,68.2,49,8,8,8,30.4,30.4,30.4,0.0,316449.0
2017-02-02,50,37.3,27,43,32.3,23,93,82.3,70,9,9,9,30.4,30.4,30.3,0.0,283379.0
2017-02-03,55,48.7,41,48,43.7,39,100,84.1,66,17,17,17,30.3,30.2,30.1,0.0,227008.0
2017-02-04,59,51.8,48,50,47.1,45,94,84.8,72,15,15,15,30.1,30.0,30.0,0.0,146600.0
2017-02-05,63,52.0,45,55,48.2,43,100,87.4,63,16,16,16,30.0,29.9,29.8,0.0,146579.0
2017-02-06,59,51.5,43,54,48.5,43,100,89.0,72,22,22,22,29.9,29.9,29.9,0.0,243688.0
2017-02-07,57,52.1,48,50,48.8,45,100,88.9,72,23,23,23,29.9,29.9,29.8,0.0,281692.0
2017-02-08,55,49.5,45,50,44.7,37,93,83.7,71,15,15,15,30.1,29.9,29.9,0.0,260623.0
2017-02-09,45,41.4,37,37,33.9,28,81,74.9,66,20,20,20,30.3,30.2,30.1,0.0,272051.0
2017-02-10,43,38.8,37,30,29.4,28,75,69.1,61,22,22,22,30.3,30.3,30.3,0.0,263773.0
2017-02-11,43,37.7,34,28,26.1,23,70,63.4,46,21,21,21,30.4,30.4,30.3,0.0,184020.0
2017-02-12,43,35.4,32,30,24.4,21,75,65.3,45,22,22,22,30.5,30.5,30.4,0.0,177829.0
2017-02-13,41,36.4,32,30,24.0,21,87,61.7,45,20,20,20,30.6,30.5,30.4,0.0,312262.0
2017-02-14,45,32.6,23,27,21.4,12,93,67.2,27,18,18,18,30.5,30.5,30.4,0.0,310477.0
2017-02-15,52,39.6,27,30,24.5,16,80,58.0,27,15,15,15,30.5,30.4,30.4,0.0,293392.0
2017-02-16,48,38.3,28,27,22.2,14,93,56.0,25,18,18,18,30.6,30.5,30.5,0.0,288377.0
2017-02-17,48,36.3,23,39,27.8,19,93,72.7,43,14,14,14,30.5,30.3,30.2,0.0,264916.0
2017-02-18,54,45.2,36,45,38.9,30,93,79.0,62,9,9,9,30.2,30.2,30.1,0.0,182530.0
2017-02-19,52,46.5,37,50,43.9,34,100,91.0,76,18,18,18,30.2,30.1,30.1,0.0,145781.0
2017-02-20,54,48.4,41,48,42.8,37,100,82.1,62,13,13,13,30.1,30.1,30.0,0.0,304090.0
2017-02-21,54,45.5,34,48,37.8,28,88,75.8,58,10,10,10,30.1,30.0,30.0,0.0,305430.0
2017-02-22,57,50.5,43,46,41.6,37,87,72.6,58,12,12,12,30.1,30.0,30.0,0.0,278881.0
2017-02-23,61,50.1,39,52,44.7,36,93,82.6,67,15,15,15,30.1,30.0,30.0,0.0,269202.0
2017-02-24,63,56.3,52,55,50.5,48,94,81.3,63,24,24,24,30.0,30.0,29.9,0.0,227609.0
2017-02-25,61,57.6,54,54,51.6,48,94,79.8,67,22,22,22,30.2,30.0,30.0,0.0,156506.0
2017-02-26,54,47.4,43,50,42.4,39,94,82.9,67,21,21,21,30.3,30.2,30.2,0.0,112390.0
2017-02-27,54,48.9,43,46,44.2,41,93,84.1,72,9,9,9,30.1,30.1,30.0,0.0,198926.0
2017-02-28,55,48.6,37,50,45.2,36,100,88.9,72,10,10,10,30.0,30.0,29.9,0.0,287118.0
2017-03-01,57,53.0,48,54,50.6,46,94,91.5,88,8,8,8,29.9,29.8,29.7,0.0,256263.0
2017-03-02,52,49.7,43,46,45.5,41,93,86.2,82,10,10,10,30.0,29.9,29.7,0.0,269614.0
2017-03-03,57,46.9,37,48,41.9,36,93,83.4,59,9,9,9,30.1,30.1,30.0,0.0,238726.0
2017-03-04,63,49.0,36,46,40.3,34,93,75.4,42,12,12,12,30.2,30.2,30.1,0.0,145224.0
2017-03-05,61,48.9,37,48,40.6,34,93,75.2,45,12,12,12,30.1,30.1,30.0,0.0,126753.0
2017-03-06,61,50.9,41,52,46.5,36,94,85.1,68,22,22,22,30.0,29.9,29.8,0.0,198640.0
2017-03-07,61,55.0,46,55,50.7,46,100,85.7,68,15,15,15,29.8,29.8,29.7,0.0,192729.0
2017-03-08,57,52.8,50,52,48.9,46,100,88.0,72,18,18,18,29.9,29.8,29.7,0.0,238807.0
2017-03-09,54,52.2,48,48,45.1,41,88,77.6,67,23,23,23,29.9,29.8,29.8,0.0,237877.0
2017-03-10,57,52.4,48,46,43.2,39,87,71.0,58,18,18,18,29.7,29.7,29.6,0.0,244834.0
2017-03-11,55,51.3,48,41,38.5,36,71,62.5,51,23,23,23,29.8,29.7,29.6,0.0,144845.0
2017-03-12,55,50.5,46,46,40.4,37,93,69.2,51,23,23,23,29.8,29.8,29.7,0.0,139744.0
2017-03-13,48,44.9,41,45,41.1,37,93,86.6,76,8,8,8,30.1,29.9,29.8,0.0,284501.0
2017-03-14,50,44.7,41,43,39.6,37,100,82.9,66,9,9,9,30.2,30.1,30.1,0.0,283978.0
2017-03-15,55,48.0,43,45,40.0,36,93,75.2,54,13,13,13,30.2,30.2,30.1,0.0,293664.0
2017-03-16,55,48.9,45,45,41.4,37,93,75.7,51,8,8,8,30.1,30.1,30.0,0.0,284603.0
2017-03-17,54,47.1,41,45,35.1,27,93,66.3,35,16,16,16,30.1,30.0,29.9,0.0,271206.0
2017-03-18,57,45.3,32,45,35.5,28,87,70.5,51,18,18,18,30.1,30.0,29.8,0.0,108668.0
2017-03-19,63,54.8,50,54,48.8,45,94,81.7,63,14,14,14,29.8,29.8,29.8,0.0,146005.0
2017-03-20,63,54.1,46,50,41.8,32,93,65.3,39,12,12,12,29.9,29.9,29.8,0.0,265836.0
2017-03-21,66,55.1,45,55,47.9,41,100,78.3,52,10,10,10,29.9,29.9,29.9,0.0,229194.0
2017-03-22,70,57.5,46,48,41.5,32,88,59.0,33,20,20,20,30.1,29.9,29.9,0.0,226074.0
2017-03-23,70,56.6,46,52,35.9,30,77,47.9,28,20,20,20,30.2,30.1,30.1,0.0,218923.0
2017-03-24,68,53.8,45,48,39.1,30,93,59.0,37,14,14,14,30.2,30.1,30.1,0.0,163097.0
2017-03-25,72,52.5,39,50,41.9,36,87,69.8,38,9,9,9,30.1,30.1,30.0,0.0,74091.0
2017-03-26,64,54.6,43,52,43.8,39,87,67.8,45,30,30,30,30.0,29.9,29.8,0.0,145262.0
2017-03-27,55,47.1,41,43,33.6,28,87,62.1,36,20,20,20,30.2,30.1,30.0,0.0,260578.0
2017-03-28,63,47.5,32,43,34.0,28,93,62.8,34,17,17,17,30.2,30.2,30.1,0.0,255941.0
2017-03-29,72,54.8,37,41,35.8,32,87,53.9,25,21,21,21,30.1,30.1,30.0,0.0,230925.0
2017-03-30,70,57.8,41,48,41.0,32,76,55.0,37,23,23,23,30.1,30.0,30.0,0.0,202543.0
2017-03-31,64,57.5,46,46,38.3,32,66,49.7,39,23,23,23,30.2,30.2,30.1,0.0,180595.0
2017-04-01,64,53.9,36,39,30.3,18,87,44.9,16,20,20,20,30.2,30.1,30.1,0.0,89131.0
2017-04-02,70,59.1,45,37,33.6,27,66,41.1,20,20,20,20,30.2,30.1,30.1,0.0,104551.0
2017-04-03,68,55.7,43,52,42.2,37,82,63.4,39,17,17,17,30.1,30.1,30.1,0.0,192932.0
2017-04-04,66,57.7,52,54,48.7,43,88,73.3,56,9,9,9,30.1,30.1,30.0,0.0,164956.0
2017-04-05,66,57.6,52,54,50.4,45,94,78.7,46,8,8,8,30.1,30.0,29.9,0.0,202836.0
2017-04-06,61,55.0,45,54,48.2,43,94,78.6,67,16,16,16,29.8,29.8,29.8,0.0,239221.0
2017-04-07,55,50.4,46,46,42.9,36,93,75.8,58,14,14,14,29.9,29.9,29.8,0.0,213067.0
2017-04-08,57,50.1,37,45,41.9,34,93,73.7,55,14,14,14,30.1,30.0,29.9,0.0,110959.0
2017-04-09,61,55.5,45,48,45.0,43,93,68.7,55,9,9,9,30.2,30.2,30.2,0.0,144395.0
2017-04-10,63,53.6,41,46,41.4,37,87,65.4,42,10,10,10,30.2,30.2,30.1,0.0,240972.0
2017-04-11,64,54.0,37,45,40.2,32,87,62.0,42,12,12,12,30.1,30.0,29.9,0.0,187648.0
2017-04-12,72,60.5,41,50,44.5,36,93,58.7,38,18,18,18,30.0,29.9,29.9,0.0,167640.0
2017-04-13,66,56.9,43,50,43.4,37,82,62.5,40,13,13,13,29.9,29.8,29.7,0.0,127346.0
2017-04-14,72,62.5,50,52,48.6,46,94,62.6,46,12,12,12,29.9,29.9,29.8,0.0,8718.0
2017-04-15,72,63.8,50,54,47.1,41,82,57.1,35,14,14,14,30.0,29.9,29.9,0.0,136.0
2017-04-16,68,62.7,52,57,52.7,46,82,70.0,59,15,15,15,29.9,29.8,29.8,0.0,
2017-04-17,64,56.7,46,59,52.9,43,100,87.8,77,21,21,21,29.8,29.8,29.7,0.0,93027.0
2017-04-18,55,49.3,43,46,40.7,39,100,73.8,54,14,14,14,30.1,29.9,29.8,0.0,249854.0
2017-04-19,64,57.8,41,55,49.6,37,87,75.3,55,16,16,16,30.0,29.9,29.8,0.0,253698.0
2017-04-20,64,57.5,45,57,48.1,37,87,72.2,45,22,22,22,30.0,29.8,29.7,0.0,236988.0
2017-04-21,55,46.7,41,43,38.3,36,93,74.2,47,17,17,17,30.2,30.1,30.0,0.0,232185.0
2017-04-22,61,51.8,41,39,33.1,30,71,50.4,34,13,13,13,30.2,30.0,29.9,0.0,124362.0
2017-04-23,63,56.9,46,46,42.6,37,77,59.7,45,17,17,17,30.1,29.9,29.9,0.0,135080.0
